a. End User Information,,,,,,,b. Persona Information,,,,,,,,,,,,,,,,,,
1. First Name,2. Last Name,3. Age,4. Residence Address,5. Country of ID,6. Device Information,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Christopher,Hughes,78,"58906 Jordan Plaza Apt. 745
Lake Megan, NV 07963",United States,Android 4.2.1,96.166.21.243,FALSE,5368188,failed,4/18/2021 19:12:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Aguilar,32,"620 Kevin Fort Apt. 806
Michelletown, IN 64194",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,64.8.120.181,FALSE,2085971,passed,2/6/2021 16:19:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Hale,21,"036 Mark Mall
New Joyce, AZ 38193",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,181.188.67.131,Image Quality,4100182,passed,2/8/2021 11:21:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrea,Carroll,42,"397 Judith Court Suite 535
Lake Jesse, AL 21951",United States,Android 2.0.1,157.236.130.108,FALSE,5061732,passed,3/20/2021 1:51:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Roger,Randolph,41,"34186 Justin Port
Carterbury, OK 30170",Bahrain,iPhone; CPU iPhone OS 14_2 like Mac OS X,51.78.142.8,FALSE,3675369,passed,3/3/2021 16:41:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Donald,Mooney,68,"303 Woods Mission Apt. 306
Potterside, IL 67470",United States,Android 4.0,78.195.120.194,FALSE,7366848,failed,2/18/2021 17:41:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,James,74,"32381 William Haven Suite 455
Floresfurt, LA 43720",United States,Android 5.0.2,23.116.6.216,FALSE,4144639,passed,1/20/2021 4:57:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brandi,Williams,42,"2720 Patrick Green
Ebonystad, MD 56900",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,51.107.176.0,FALSE,8560838,passed,2/5/2021 20:01:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Juan,Smith,58,"8631 Gonzalez Mills Apt. 698
Wesleyhaven, AK 91069",United States,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,118.179.4.242,FALSE,3506896,failed,5/3/2021 23:43:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
April,Clark,26,"8071 Warren Mountain
New William, NY 09103",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,47.234.5.194,FALSE,8944781,failed,4/4/2021 2:09:00,not_applicable,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Travis,Barnes,77,"63215 Holmes Manor
New Michelle, NC 86579",United States,Opera/8.50.(X11; Linux x86_64; ss-ZA) Presto/2.9.165 Version/11.00,121.94.179.104,FALSE,7939125,failed,4/1/2021 10:47:00,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Hopkins,27,"Unit 9195 Box 3164
DPO AA 27442",United States,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/26.0.849.0 Safari/532.1",19.20.205.177,FALSE,5412305,failed,5/16/2021 7:27:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Elizabeth,Anderson,26,"13210 Carol Valleys
South Melissa, FL 16282",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,80.6.147.121,FALSE,7810405,failed,3/31/2021 18:14:00,passed,not_applicable,not_applicable,passed,passed,passed,failed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ricky,Powell,38,"2051 Vanessa Island Suite 958
Port Travis, NY 14398",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,120.121.226.36,FALSE,1296327,failed,5/24/2021 7:28:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joshua,Sanchez,67,"489 Johnson Islands
Perezview, IN 81373",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,179.19.71.165,FALSE,2079205,failed,4/5/2021 22:08:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Dennis,Davis,75,"00597 Joy Walks
Port Susan, NY 95808",United States,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2012-08-15 23:26:05 Firefox/3.8,158.201.18.14,FALSE,1382617,failed,2/11/2021 17:36:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kelly,Harrison,25,"778 Mark Throughway Suite 627
Garciaborough, HI 34989",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,46.124.231.222,FALSE,6072338,passed,5/24/2021 17:06:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Anna,Harper,71,"51262 Tucker Pass Suite 474
Snyderside, AK 86689",United States,Opera/8.66.(Windows NT 5.1; si-LK) Presto/2.9.162 Version/11.00,45.74.27.203,FALSE,6805174,failed,3/9/2021 20:39:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Victor,Bailey,17,"Unit 5094 Box 7316
DPO AP 67874",Sierra Leone,Android 7.1,35.210.0.56,FALSE,6014233,passed,1/1/2021 5:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Kelly,Bentley,64,"25095 Jason Dale Suite 242
Thomasview, MS 00696",Tuvalu,Android 4.4.4,161.196.190.148,FALSE,7307314,failed,4/8/2021 18:53:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Barber,72,"08533 Erika River
North Cynthia, CA 69752",United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,182.57.214.103,FALSE,6930729,failed,2/22/2021 20:13:00,not_applicable,not_applicable,not_applicable,passed,not_applicable,passed,passed,passed,failed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Phillips,43,"179 Danielle Manor
Danaborough, WY 62193",United States,Mozilla/5.0 (Android 4.0.1; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,205.123.55.203,FALSE,8322990,passed,4/27/2021 19:27:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Katherine,Cross,85,"040 Mark Station Apt. 772
Parrishton, VA 85829",United States,"Mozilla/5.0 (Windows 98) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/18.0.831.0 Safari/531.1",13.248.193.237,FALSE,2231399,failed,1/27/2021 14:42:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Blair,77,"3062 Curtis Ville
South Tiffanyville, NV 64821",Myanmar,iPad; CPU iPad OS 10_3_4 like Mac OS X,188.19.1.231,FALSE,7106706,passed,3/21/2021 14:22:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kathryn,Jones,80,"144 Jillian Forge
Brittneystad, HI 62952",United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,41.81.116.151,FALSE,7542655,failed,4/30/2021 4:08:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lori,Bell,49,"014 Tamara Island Suite 456
Hutchinsonfort, KY 20537",United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,143.106.12.144,FALSE,4944007,passed,4/28/2021 20:30:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dean,Gonzalez,68,"786 John Passage
Lake Johnbury, MS 41658",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,88.92.128.105,FALSE,7009539,passed,1/21/2021 16:59:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mark,Reynolds,48,"65281 Erica Lane
Sonyafort, ID 04217",United States,Android 4.1,36.57.215.101,FALSE,8159470,passed,2/8/2021 22:19:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Amber,Cole,30,"7869 Julia Turnpike
East Kimberly, ID 54288",Moldova,iPad; CPU iPad OS 9_3_5 like Mac OS X,51.209.100.169,FALSE,6721269,failed,5/15/2021 8:02:00,not_applicable,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Samuel,Caldwell,63,"690 Barbara Ranch Suite 621
Shermanchester, VT 78376",United States,Android 4.1.2,36.5.223.17,FALSE,1682044,passed,3/20/2021 16:42:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
John,Miller,19,"5238 Barnes Spur Apt. 368
South Vincentmouth, SC 23100",United States,Android 4.0.3,105.168.144.156,FALSE,7183342,failed,5/7/2021 14:53:00,passed,passed,passed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Edward,Martin,17,"782 Lisa Dale
Morenoton, AZ 45764",United States,Mozilla/5.0 (Windows NT 6.1; ha-NG; rv:1.9.2.20) Gecko/2013-02-15 18:07:52 Firefox/9.0,114.163.24.25,FALSE,1429885,failed,5/4/2021 18:16:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Douglas,Jones,47,"35267 Dawn Rapid
Gilmoremouth, NE 68867",United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,164.213.230.66,FALSE,7521347,passed,1/31/2021 2:25:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Shirley,Wright,64,"2197 Lang Plain
East Danielle, TX 69105",Georgia,iPad; CPU iPad OS 10_3_3 like Mac OS X,107.105.1.182,FALSE,7465256,failed,5/15/2021 20:08:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sean,Atkinson,74,"PSC 8415, Box 6086
APO AP 19970",United States,Opera/8.79.(Windows NT 5.1; niu-NU) Presto/2.9.171 Version/11.00,200.132.54.90,FALSE,7647712,passed,1/21/2021 2:39:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Paul,Owen,73,"13724 Wheeler Circles
Jillview, WV 56301",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ckb-IQ) AppleWebKit/534.3.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.3.2",84.93.158.193,FALSE,4096025,passed,2/8/2021 15:16:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jackie,Davis,42,"667 Miller Walks
Thomasshire, CA 96625",United States,Android 5.0,170.7.63.157,FALSE,4866383,passed,4/29/2021 18:53:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Bowman,59,"174 Fitzgerald Hill
North Taylor, NM 79862",United States,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 9_2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/29.0.863.0 Safari/532.2",146.106.236.195,FALSE,8840449,passed,3/10/2021 18:24:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Fisher,54,"Unit 5771 Box 1745
DPO AE 54444",United States,Mozilla/5.0 (Windows NT 4.0; it-IT; rv:1.9.2.20) Gecko/2012-02-03 20:43:34 Firefox/3.6.2,91.110.76.130,TRUE,8871088,failed,5/1/2021 10:01:00,not_applicable,not_applicable,not_applicable,not_applicable,passed,passed,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,failed
Daniel,Bradley,17,"0335 Luna Circles Suite 114
Pachecochester, TX 86077",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,206.159.41.186,FALSE,8027777,passed,3/18/2021 19:04:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Caitlin,Ryan,60,"261 Jacob Locks
Hallville, VT 15626",United States,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_9) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/32.0.810.0 Safari/531.2",106.55.178.14,FALSE,6974308,failed,1/25/2021 21:18:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Diane,Henderson,39,"36696 Jennifer Camp Apt. 272
North Jacob, MI 40649",United States,Android 2.0.1,1.75.168.75,FALSE,1005385,passed,5/16/2021 4:16:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Rachel,Sutton,24,"4384 Wendy Drives Apt. 703
Port Austinchester, WV 54249",Lithuania,iPhone; CPU iPhone OS 14_2 like Mac OS X,214.250.6.83,FALSE,3475556,failed,3/9/2021 1:58:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Brewer,34,"2786 Kimberly Port Apt. 171
South Justin, AR 25498",United States,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,160.17.10.48,FALSE,5315133,passed,12/30/2020 7:05:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Frank,Taylor,55,"4810 Eric Key Suite 189
East Joshua, VT 99436",United States,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 5_6 rv:4.0; lb-LU) AppleWebKit/534.14.6 (KHTML, like Gecko) Version/4.0 Safari/534.14.6",86.81.217.249,Image Quality,3752963,failed,4/6/2021 16:52:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dawn,Stone,31,"23991 Moore Stravenue Suite 169
South Davidport, SC 20681",United States,iPad; CPU iPad OS 6_1_6 like Mac OS X,44.57.132.114,FALSE,5264034,failed,5/12/2021 18:09:00,passed,passed,failed,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Dorsey,77,"2929 Bryan Radial Apt. 897
East Mariestad, WY 53176",Sweden,Android 8.1.0,130.56.151.94,Image Quality,5980720,passed,4/3/2021 2:53:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeremy,Horton,41,"1238 Jensen Mount Suite 164
Tatemouth, OH 21567",United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,72.125.36.6,FALSE,3148753,passed,5/3/2021 22:18:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Frances,Carpenter,66,"894 David Estate Apt. 762
Lake Monicamouth, IN 24142",United States,iPad; CPU iPad OS 14_2 like Mac OS X,108.233.153.77,FALSE,7000557,passed,5/23/2021 7:14:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Regina,Garcia,29,"90910 Harrison Corners
Rodrigueztown, MN 03915",United States,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),106.184.58.141,FALSE,6726303,failed,5/13/2021 17:51:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amanda,Morton,76,"22558 Anthony Wells
North Crystal, AR 30423",United States,Android 2.2.1,150.12.69.209,FALSE,6097266,failed,3/11/2021 21:05:00,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephen,Evans,85,"629 Brian Inlet
Jessechester, TX 25931",Zimbabwe,Android 3.2.5,108.173.244.127,FALSE,2706368,passed,3/21/2021 23:23:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Miguel,Fisher,80,"826 Crawford Alley
Danielmouth, NM 82333",Cyprus,Android 2.2.3,143.225.150.231,FALSE,6160350,failed,3/14/2021 0:04:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Crystal,Torres,82,"975 Jennifer Oval Apt. 240
Reidside, MO 19266",United States,Android 4.0.2,103.188.99.249,FALSE,4050356,failed,1/14/2021 18:50:00,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Potter,77,"643 Wise Fords
South Josephstad, WV 50100",China,Android 4.4.1,181.120.2.104,FALSE,3495321,failed,4/6/2021 5:04:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Patricia,Day,45,"921 Wheeler Walks
Manningstad, CA 84749",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,47.99.163.231,FALSE,4300136,passed,2/12/2021 18:00:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephanie,Owens,75,"252 Allen Skyway Apt. 948
Benjaminton, NY 66606",United States,Android 3.2,85.239.30.7,FALSE,5542907,passed,4/14/2021 17:37:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dana,Price,33,"PSC 2195, Box 6112
APO AA 90991",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,12.230.40.116,FALSE,2252164,passed,2/11/2021 20:15:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dawn,Aguilar,67,"USNV Mann
FPO AE 81817",United States,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_5; rv:1.9.4.20) Gecko/2015-11-09 11:16:04 Firefox/3.8,120.117.93.202,FALSE,4761678,failed,1/22/2021 5:31:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
James,Little,63,"78135 Heather Fort
Mackenziebury, NJ 12338",United States,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.16.2 (KHTML, like Gecko) Version/5.0 Safari/534.16.2",14.143.202.115,FALSE,5891664,passed,2/17/2021 16:20:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Wilson,53,"USS Miller
FPO AE 68539",United States,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/16.0.841.0 Mobile/62D163 Safari/534.0",13.206.75.255,TRUE,2343320,failed,1/27/2021 23:01:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Hannah,Bell,36,"834 Patrick Way
New Michellemouth, MO 27812",Switzerland,Android 2.3.5,57.240.187.246,FALSE,8083520,passed,3/26/2021 18:09:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Breanna,Powers,39,"0064 Joseph Valleys
Matthewburgh, HI 60891",United States,Android 4.3,78.85.79.204,FALSE,1299079,passed,1/22/2021 20:50:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Derrick,Klein,43,"1825 Joan Mall
Richardsonshire, OK 20709",Malawi,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.3m3668.0 Mobile/64S448 Safari/536.0",146.235.26.54,FALSE,4182924,passed,4/8/2021 1:33:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Randall,Hoffman,70,"637 Kimberly Cliffs
Lake Kristin, VA 72081",United States,Android 7.1.2,39.62.110.92,FALSE,5444828,passed,5/14/2021 7:47:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Samantha,Reynolds,46,"04884 Munoz Prairie
Owensland, OR 58028",United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,67.147.166.43,FALSE,1206280,failed,4/27/2021 18:13:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Adrian,Henry,18,"162 Heather Viaduct Apt. 692
New Lee, ID 62721",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; kk-KZ) AppleWebKit/535.29.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.29.5",12.191.91.85,TRUE,4209792,failed,5/4/2021 6:59:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Cunningham,36,"5860 Patricia Island Suite 020
North Shannon, ME 49465",United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,30.61.42.217,FALSE,2842896,passed,1/22/2021 17:24:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mary,Woodard,39,"121 Howard Viaduct Apt. 794
North Gail, OH 52165",United States,Android 2.3,80.231.146.96,FALSE,6914389,failed,1/23/2021 3:53:00,#N/A,not_applicable,#N/A,not_applicable,failed,passed,#N/A,not_applicable,passed,failed,#N/A,not_applicable,not_applicable,passed,#N/A
April,Lopez,73,"3048 Shelton Dam Apt. 442
West Michaelmouth, KS 49684",United States,Opera/9.24.(Windows NT 5.1; wa-BE) Presto/2.9.169 Version/11.00,195.44.184.188,FALSE,5367222,passed,3/3/2021 20:47:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Norman,Snyder,19,"USNV Nixon
FPO AP 54654",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,58.255.20.173,FALSE,4744771,passed,5/7/2021 10:28:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Marilyn,Gonzalez,39,"409 Gonzalez Curve
Port Angela, MO 05633",Montserrat,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),33.164.47.232,TRUE,5031306,failed,4/16/2021 20:46:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Marissa,Greene,75,"283 Robinson Views Suite 414
Lake Justin, HI 36276",United States,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),156.29.161.1,TRUE,1259748,failed,4/30/2021 6:29:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,failed
Jason,Stevenson,35,"162 Walters Course Apt. 373
Thompsonhaven, AK 15696",United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,166.55.91.91,FALSE,4004364,passed,4/28/2021 22:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Cynthia,Cohen,35,"Unit 2219 Box 1588
DPO AE 07157",United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,145.158.185.33,FALSE,8688777,passed,3/4/2021 18:01:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Rachel,Gomez,36,"22324 Christopher Inlet
Lake Jeffreytown, WA 09863",United States,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,63.252.8.27,FALSE,5232393,passed,5/3/2021 18:27:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Shawn,Pruitt,24,"24409 Jones Court
East Tracyland, NM 94715",United States,Opera/8.80.(X11; Linux x86_64; fur-IT) Presto/2.9.173 Version/11.00,11.77.120.244,FALSE,5931676,failed,5/7/2021 23:26:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Cassie,Wood,26,"4116 Victoria Alley
North Patricia, CO 38787",United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1),14.180.123.202,FALSE,6192276,passed,4/26/2021 20:32:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jesus,Washington,36,"376 Mccarthy Hills Suite 326
Port William, IA 07355",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,176.49.243.221,FALSE,4090866,passed,1/7/2021 15:02:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dr.,Zachary,31,"485 Rachel Spurs
North Tami, OH 33735",United States,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,86.193.139.52,FALSE,2513220,passed,1/19/2021 22:16:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Julie,Mckinney,25,"0299 Melissa Parks Suite 687
New Cathy, MN 30222",United States,Android 3.0,200.226.205.94,TRUE,2219052,failed,4/27/2021 22:22:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,failed
Jeffrey,Young,26,"8925 Clark Stravenue
Port Tina, MI 89430",United States,Android 3.0,161.73.126.27,TRUE,7560381,failed,3/25/2021 2:11:00,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Toni,Mitchell,46,"4748 Jean Port
Rachelhaven, WV 42352",United States,iPad; CPU iPad OS 14_2_1 like Mac OS X,94.87.33.210,FALSE,8038744,passed,1/10/2021 23:05:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
