1. First Name,2. Last Name,3. Age,4. Residence Address,state,zip_code,city,5. Country of ID,6. Device Information,browser,device,device_os,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,date,hour,weekday,DayOfMonth,MonthName,Year,day_pary,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Alice,Zimmerman,75,"9186 Stacy Motorway Suite 881
Andersonport, NJ 82258",NJ,82258,Andersonport,United States,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_2; rv:1.9.2.20) Gecko/2016-10-05 02:39:21 Firefox/3.6.6,Internet Explorer,desktop,Mac,74.132.234.14,FALSE,5671241,failed,2020-12-31 16:59:00,2020-12-31,16,Thu,31,Dec,2020,afternoon,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Diana,Smith,79,"166 Patton Coves Apt. 579
New Emily, SC 74008",SC,74008,New Emily,United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,Other,mobile,Mac,44.139.54.129,FALSE,1463687,failed,2021-05-03 02:17:00,2021-05-03,2,Mon,3,May,2021,night,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
David,Barker,77,"6967 Kerr Village Apt. 443
Evanschester, IN 63249",IN,63249,Evanschester,United States,Opera/9.20.(Windows NT 5.01; lg-UG) Presto/2.9.179 Version/10.00,Opera,desktop,Windows,85.104.162.45,FALSE,2338741,failed,2021-04-04 16:14:00,2021-04-04,16,Sun,4,Apr,2021,afternoon,passed,not_applicable,not_applicable,failed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jenna,Pierce,83,"USCGC Hodges
FPO AA 16193",AA,16193,military,United States,Mozilla/5.0 (Windows NT 6.2; ru-RU; rv:1.9.2.20) Gecko/2016-08-25 00:09:47 Firefox/3.6.9,Internet Explorer,desktop,Windows,131.112.216.251,FALSE,8652039,failed,2021-04-29 07:13:00,2021-04-29,7,Thu,29,Apr,2021,early morning,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Evan,Bates,45,"131 Davis Lights
North Paula, MT 91070",MT,91070,North Paula,United States,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_6; rv:1.9.5.20) Gecko/2014-03-04 04:13:08 Firefox/6.0,Internet Explorer,desktop,Mac,57.140.128.5,FALSE,7386716,passed,2021-05-24 22:12:00,2021-05-24,22,Mon,24,May,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Vanessa,Nguyen,59,"52561 Joshua Rapid Apt. 004
Bethmouth, UT 21745",UT,21745,Bethmouth,United States,Android 1.1,Other,mobile,Android,93.154.101.90,FALSE,4018969,passed,2021-03-13 17:29:00,2021-03-13,17,Sat,13,Mar,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jennifer,Thompson,80,"Unit 8855 Box 1333
DPO AA 81580",AA,81580,military,United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sat-IN) AppleWebKit/531.21.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.21.5",Safari,mobile,Mac,197.11.81.17,FALSE,7414222,failed,2021-05-24 10:10:00,2021-05-24,10,Mon,24,May,2021,late morning,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Emily,Bray,36,"842 Fernando Corner Apt. 253
Stanleyburgh, NM 58424",NM,58424,Stanleyburgh,United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),Internet Explorer,desktop,Windows,181.141.60.237,FALSE,7065778,passed,2021-03-04 03:54:00,2021-03-04,3,Thu,4,Mar,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Edwin,Hansen,45,"47677 Townsend Hill
Annachester, NV 33389",NV,33389,Annachester,United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,Other,mobile,Mac,109.72.198.38,FALSE,3669118,failed,2021-03-06 01:23:00,2021-03-06,1,Sat,6,Mar,2021,night,passed,passed,failed,passed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
James,Phillips,72,"662 Kathleen Mission
Port Margaret, MN 59952",MN,59952,Port Margaret,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,220.115.181.68,FALSE,6418673,passed,2021-01-14 22:00:00,2021-01-14,22,Thu,14,Jan,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Thomas,71,"05363 Antonio Springs Suite 189
Tammyville, AL 99186",AL,99186,Tammyville,United States,Opera/8.57.(Windows 98; am-ET) Presto/2.9.185 Version/12.00,Opera,desktop,Windows,200.67.112.255,FALSE,1240313,passed,2021-05-16 14:50:00,2021-05-16,14,Sun,16,May,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Sharon,Freeman,52,"0799 Deanna Land Suite 858
Trevorton, CA 73499",CA,73499,Trevorton,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,125.137.208.193,FALSE,6394280,passed,2021-04-30 19:01:00,2021-04-30,19,Fri,30,Apr,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Jennifer,Perry,19,"0173 Anthony Springs Suite 323
South Matthew, CT 45428",CT,45428,South Matthew,United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,Other,mobile,Mac,179.154.64.223,FALSE,3752911,failed,2021-05-02 04:23:00,2021-05-02,4,Sun,2,May,2021,night,not_applicable,passed,failed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kristina,Fitzgerald,75,"784 Perez Land
Cohenport, FL 87342",FL,87342,Cohenport,United States,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/41.0.805.0 Safari/531.0",Chrome,desktop,Mac,9.213.227.62,FALSE,2548116,passed,2021-02-24 12:39:00,2021-02-24,12,Wed,24,Feb,2021,early afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,Medina,50,"4293 Nicholas Views
East Rebecca, OK 86104",OK,86104,East Rebecca,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,93.107.58.24,FALSE,1400126,passed,2021-03-29 13:15:00,2021-03-29,13,Mon,29,Mar,2021,early afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Raven,Ward,23,"Unit 3323 Box 4242
DPO AE 20214",AE,20214,military,United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,Other,mobile,Mac,58.53.227.142,FALSE,3474472,passed,2021-04-30 02:00:00,2021-04-30,2,Fri,30,Apr,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Richard,Pena,50,"5982 Sanchez Shoal Suite 633
Carterville, AR 75038",AR,75038,Carterville,United States,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.26.7 (KHTML, like Gecko) Version/5.1 Safari/534.26.7",Safari,desktop,Windows,17.206.96.72,FALSE,4750990,failed,2021-04-23 15:33:00,2021-04-23,15,Fri,23,Apr,2021,afternoon,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Eric,Arnold,60,"410 Jennifer Hill
East Nicole, TX 26790",TX,26790,East Nicole,United States,Android 2.2.1,Other,mobile,Android,27.221.160.181,FALSE,4805773,passed,2021-05-04 17:04:00,2021-05-04,17,Tue,4,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Livingston,40,"10766 Paul Ports Apt. 870
Sharpshire, DC 77187",DC,77187,Sharpshire,United States,Android 2.1,Other,mobile,Android,124.185.231.140,FALSE,7896024,failed,2021-01-26 20:02:00,2021-01-26,20,Tue,26,Jan,2021,late evening,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Anthony,Long,81,"688 Christy Valleys
Port Dianaburgh, NH 82792",NH,82792,Port Dianaburgh,United States,Android 5.1,Other,mobile,Android,78.121.197.32,FALSE,4686025,passed,2021-03-20 02:28:00,2021-03-20,2,Sat,20,Mar,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Cody,Garcia,22,"429 Julie Tunnel Apt. 356
Lake Johnfort, MO 89220",MO,89220,Lake Johnfort,Bulgaria,iPad; CPU iPad OS 6_1_6 like Mac OS X,Other,mobile,Mac,1.77.105.66,FALSE,1798437,failed,2021-04-02 18:28:00,2021-04-02,18,Fri,2,Apr,2021,evening,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephanie,Munoz,48,"853 Stevens Lights
Matthewview, FL 58252",FL,58252,Matthewview,United States,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,Other,mobile,Mac,112.87.161.87,FALSE,8693084,passed,2021-05-23 12:09:00,2021-05-23,12,Sun,23,May,2021,early afternoon,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Jennifer,Lowe,27,"160 Maxwell Passage Apt. 909
North Jeffreytown, MA 57055",MA,57055,North Jeffreytown,United States,Android 4.1.2,Other,mobile,Android,155.163.116.48,Image Quality,2494895,passed,2020-12-30 21:39:00,2020-12-30,21,Wed,30,Dec,2020,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Mcconnell,52,"70470 Aaron Circles Apt. 364
West Sara, MD 37523",MD,37523,West Sara,United States,Android 4.4.3,Other,mobile,Android,65.206.189.229,FALSE,4609664,failed,2021-03-01 23:06:00,2021-03-01,23,Mon,1,Mar,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
April,Buckley,53,"998 Spencer Lodge Suite 746
South Maryberg, TX 61800",TX,61800,South Maryberg,United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,Other,mobile,Mac,8.55.123.166,FALSE,7951675,passed,2021-05-11 20:07:00,2021-05-11,20,Tue,11,May,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jennifer,Maxwell,76,"77927 Diana View
Lake Stephaniestad, DC 12513",DC,12513,Lake Stephaniestad,United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/36.0.841.0 Safari/535.0",Chrome,desktop,Linux,21.115.186.69,FALSE,3569891,failed,2021-05-07 02:01:00,2021-05-07,2,Fri,7,May,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jason,Shaw,50,"58192 Benjamin Drive
Port Melissahaven, HI 95413",HI,95413,Port Melissahaven,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,108.114.136.76,FALSE,3468129,failed,2021-04-01 06:09:00,2021-04-01,6,Thu,1,Apr,2021,early morning,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Wyatt,Howell,61,"PSC 4268, Box 6309
APO AP 20498",AP,20498,military,United States,Android 4.1,Other,mobile,Android,48.202.252.31,Image Quality,7538244,passed,2021-04-14 04:01:00,2021-04-14,4,Wed,14,Apr,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kyle,Anderson,62,"Unit 6286 Box 8969
DPO AP 50225",AP,50225,military,United States,Android 3.2.4,Other,mobile,Android,195.227.2.44,FALSE,4693861,failed,2021-04-29 15:50:00,2021-04-29,15,Thu,29,Apr,2021,afternoon,not_applicable,passed,failed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Thomas,Goodman,47,"968 Dawn Knoll Suite 636
Davisview, DE 12525",DE,12525,Davisview,United States,Android 3.2.6,Other,mobile,Android,56.105.147.28,FALSE,1037663,failed,2021-04-03 12:15:00,2021-04-03,12,Sat,3,Apr,2021,early afternoon,not_applicable,passed,failed,passed,passed,passed,not_applicable,passed,passed,failed,passed,passed,not_applicable,passed,passed
Heather,Thomas,70,"21942 Victor Glen
Port Wendy, MN 07805",MN,07805,Port Wendy,United States,Android 3.2,Other,mobile,Android,131.19.2.67,FALSE,2377872,failed,2021-04-28 08:27:00,2021-04-28,8,Wed,28,Apr,2021,early morning,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Miranda,Ramos,35,"35127 Schultz Drives Apt. 965
Savannahmouth, IA 17276",IA,17276,Savannahmouth,United States,Android 4.4.4,Other,mobile,Android,129.63.46.223,FALSE,6384763,failed,2021-04-02 02:03:00,2021-04-02,2,Fri,2,Apr,2021,night,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Baker,80,"0445 Gibson Harbor Suite 998
Port April, NJ 83565",NJ,83565,Port April,United States,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,Other,mobile,Mac,202.124.255.118,FALSE,3311425,passed,2021-04-06 06:08:00,2021-04-06,6,Tue,6,Apr,2021,early morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeffrey,Giles,77,"769 Stacy Circles
North Scotttown, HI 61483",HI,61483,North Scotttown,United States,Android 8.0.0,Other,mobile,Android,183.100.187.44,FALSE,6889224,failed,2021-04-07 18:31:00,2021-04-07,18,Wed,7,Apr,2021,evening,passed,not_applicable,not_applicable,failed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bryan,Gonzales,40,"57287 Jorge Views Apt. 708
East Ericaberg, ME 34988",ME,34988,East Ericaberg,United States,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,Other,mobile,Mac,112.149.238.63,FALSE,1600286,failed,2021-03-23 05:36:00,2021-03-23,5,Tue,23,Mar,2021,night,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Julie,Edwards,68,"90682 Carter Fords
Stevensstad, ID 44929",ID,44929,Stevensstad,United States,Android 8.1.0,Other,mobile,Android,82.5.20.50,Image Quality,1633092,failed,2020-12-31 17:47:00,2020-12-31,17,Thu,31,Dec,2020,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mason,Roberson,31,"85364 Peterson Rapid
North Kimberly, LA 54783",LA,54783,North Kimberly,United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,Other,mobile,Mac,199.191.146.75,FALSE,4070676,failed,2021-03-21 05:02:00,2021-03-21,5,Sun,21,Mar,2021,night,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jonathan,Carr,62,"78469 Kimberly Walk Apt. 680
Stephenfurt, TN 91617",TN,91617,Stephenfurt,United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Internet Explorer,desktop,Windows,87.93.12.131,FALSE,6290261,passed,2021-03-17 12:57:00,2021-03-17,12,Wed,17,Mar,2021,early afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ann,Collins,56,"1397 Webb Fort Suite 001
Richardport, NY 26678",NY,26678,Richardport,United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,Other,mobile,Mac,131.43.126.205,FALSE,2565497,failed,2021-04-24 19:10:00,2021-04-24,19,Sat,24,Apr,2021,evening,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Allison,Gray,37,"43428 Nicholas Inlet Suite 508
Richardsonfurt, AZ 05338",AZ,05338,Richardsonfurt,United States,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2017-07-14 22:09:12 Firefox/3.8,Internet Explorer,desktop,Linux,112.214.71.250,FALSE,8328716,passed,2021-05-08 12:52:00,2021-05-08,12,Sat,8,May,2021,early afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
April,Ramirez,41,"614 Vang Path Suite 092
West Donaldtown, TN 79220",TN,79220,West Donaldtown,United States,iPad; CPU iPad OS 14_2 like Mac OS X,Other,mobile,Mac,80.190.78.80,FALSE,2037528,failed,2021-05-07 15:50:00,2021-05-07,15,Fri,7,May,2021,afternoon,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brian,Pope,46,"173 Melinda Creek
Williamsside, TX 85404",TX,85404,Williamsside,United States,Android 6.0.1,Other,mobile,Android,179.229.101.3,FALSE,4834484,passed,2021-03-29 22:25:00,2021-03-29,22,Mon,29,Mar,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Jacobs,32,"8764 Yates Falls Apt. 020
Robertfort, RI 16883",RI,16883,Robertfort,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,53.134.57.114,FALSE,1233075,failed,2021-04-07 16:11:00,2021-04-07,16,Wed,7,Apr,2021,afternoon,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Alan,Webb,56,"89098 Xavier Rest
Fergusonfort, NM 87606",NM,87606,Fergusonfort,United States,iPad; CPU iPad OS 6_1_6 like Mac OS X,Other,mobile,Mac,126.107.54.104,FALSE,1708353,passed,2021-03-10 19:36:00,2021-03-10,19,Wed,10,Mar,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Benjamin,Williams,65,"741 Evan Creek
Carpenterburgh, MS 23669",MS,23669,Carpenterburgh,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,209.114.75.83,FALSE,1547404,passed,2021-01-14 17:45:00,2021-01-14,17,Thu,14,Jan,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sherry,Shaw,30,"9979 Norris Mountain Suite 620
Andersontown, NC 64357",NC,64357,Andersontown,United States,Mozilla/5.0 (Windows NT 6.2; it-CH; rv:1.9.1.20) Gecko/2012-09-14 16:59:17 Firefox/9.0,Internet Explorer,desktop,Windows,6.7.60.93,Image Quality,2340812,passed,2021-01-11 22:25:00,2021-01-11,22,Mon,11,Jan,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jordan,Johnson,42,"3394 Bush Harbors
Lake Ruthberg, WV 49970",WV,49970,Lake Ruthberg,United States,Opera/9.35.(Windows CE; unm-US) Presto/2.9.178 Version/10.00,Opera,desktop,Windows,20.198.212.2,FALSE,5110872,failed,2021-04-20 01:08:00,2021-04-20,1,Tue,20,Apr,2021,night,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kristie,Scott,66,"Unit 0541 Box 5805
DPO AA 54235",AA,54235,military,United States,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/35.0.892.0 Safari/535.1",Chrome,mobile,Linux,58.232.220.215,FALSE,3918936,failed,2021-03-13 06:10:00,2021-03-13,6,Sat,13,Mar,2021,early morning,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Suzanne,Tran,30,"88326 Christopher Fords Suite 452
Jessicahaven, AL 16475",AL,16475,Jessicahaven,United States,Android 3.2,Other,mobile,Android,175.80.85.68,FALSE,1746467,passed,2020-12-29 05:07:00,2020-12-29,5,Tue,29,Dec,2020,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amy,Wilson,66,"688 Montgomery Knoll Apt. 555
Josephberg, NY 95039",NY,95039,Josephberg,United States,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),Internet Explorer,desktop,Windows,25.247.101.99,FALSE,7737585,failed,2021-02-09 07:20:00,2021-02-09,7,Tue,9,Feb,2021,early morning,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Turner,23,"86371 Powers Estates Apt. 661
East Jennifer, MD 99508",MD,99508,East Jennifer,United States,Android 2.2.1,Other,mobile,Android,11.232.44.251,FALSE,3164161,passed,2021-05-15 01:12:00,2021-05-15,1,Sat,15,May,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Bobby,Valencia,64,"5712 Mathis Hill Apt. 123
West Stephanie, TX 74608",TX,74608,West Stephanie,United States,Android 2.2.1,Other,mobile,Android,60.19.117.50,FALSE,7377902,passed,2021-04-14 18:27:00,2021-04-14,18,Wed,14,Apr,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Holly,Rodriguez,29,"93068 Wendy Burg
North Michaelside, RI 73129",RI,73129,North Michaelside,United States,Android 1.0,Other,mobile,Android,207.31.171.200,FALSE,7289389,passed,2021-01-02 03:56:00,2021-01-02,3,Sat,2,Jan,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Deborah,Mullins,39,"10311 Gomez Plain Suite 393
New Emily, ID 97564",ID,97564,New Emily,United States,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.26.4 (KHTML, like Gecko) Version/5.1 Safari/533.26.4",Safari,desktop,Windows,41.35.115.115,TRUE,8105308,failed,2021-04-27 20:14:00,2021-04-27,20,Tue,27,Apr,2021,late evening,passed,failed,not_applicable,failed,failed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dr.,Brooke,38,"8541 Ruben Overpass Suite 239
South Loriborough, NC 22925",NC,22925,South Loriborough,United States,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,Other,mobile,Mac,121.97.217.109,FALSE,8251071,failed,2021-02-07 10:51:00,2021-02-07,10,Sun,7,Feb,2021,late morning,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Tiffany,Kirk,27,"655 Christine Lakes Suite 965
Millerchester, VT 31241",VT,31241,Millerchester,United States,Android 2.3.2,Other,mobile,Android,115.55.77.168,FALSE,4678389,failed,2021-04-28 20:28:00,2021-04-28,20,Wed,28,Apr,2021,late evening,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Hamilton,62,"7350 Barnes Prairie
East Robert, KS 49248",KS,49248,East Robert,United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,Other,mobile,Mac,129.47.245.75,FALSE,5192907,passed,2021-05-12 19:50:00,2021-05-12,19,Wed,12,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Wheeler,60,"671 Moreno Springs
Leside, AZ 88816",AZ,88816,Leside,United States,Android 6.0.1,Other,mobile,Android,217.81.54.19,FALSE,6926057,passed,2021-03-08 10:05:00,2021-03-08,10,Mon,8,Mar,2021,late morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Paul,Wyatt,50,"54856 Pamela Street
New Michaelmouth, NV 12937",NV,12937,New Michaelmouth,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,28.106.149.176,FALSE,7259328,failed,2021-01-14 23:10:00,2021-01-14,23,Thu,14,Jan,2021,night,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Alexis,Perkins,65,"5274 Palmer Inlet
New Lisa, AK 76487",AK,76487,New Lisa,United States,iPad; CPU iPad OS 14_2_1 like Mac OS X,Other,mobile,Mac,164.154.22.252,FALSE,2544469,failed,2021-05-12 23:40:00,2021-05-12,23,Wed,12,May,2021,night,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Irwin,78,"500 Rebecca Vista
East Pamela, IL 34075",IL,34075,East Pamela,United States,Android 1.5,Other,mobile,Android,202.64.118.40,FALSE,3008526,passed,2021-01-18 04:12:00,2021-01-18,4,Mon,18,Jan,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Frank,Evans,78,"442 Adams Trafficway Apt. 678
North Taramouth, MN 79479",MN,79479,North Taramouth,United States,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/46.0.868.0 Safari/534.2",Chrome,desktop,Mac,134.131.107.52,FALSE,5814162,failed,2021-05-03 21:52:00,2021-05-03,21,Mon,3,May,2021,late evening,not_applicable,passed,failed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lauren,Gomez,55,"943 Claudia Rapids
New Becky, AZ 19363",AZ,19363,New Becky,United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),Internet Explorer,desktop,Windows,211.11.193.88,FALSE,8908467,failed,2021-01-08 08:33:00,2021-01-08,8,Fri,8,Jan,2021,early morning,passed,passed,passed,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Brian,Ryan,77,"4109 Traci Fort
Greenfurt, NJ 49451",NJ,49451,Greenfurt,Cuba,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,Other,mobile,Mac,17.23.175.41,FALSE,2193079,failed,2021-04-29 05:24:00,2021-04-29,5,Thu,29,Apr,2021,night,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
